50.44690972966248,30.4530654657072
50.44714195604315,30.451692626482977
50.44723757833922,30.451092009322416
50.447305879860984,30.45049139216181
50.44741516209071,30.449847873775433
50.447538104297486,30.448989849260315
50.44761622225289,30.44862758247906
50.447752824104704,30.447855360415403
50.44782112488275,30.447308369787013
50.447970765314714,30.446605374850108
50.448086876043924,30.44577952625428
50.44814834631464,30.44528616215807
50.448291776635756,30.444449588255793
50.4483873966083,30.44394549885317
50.44840105658859,30.44382752048234
50.448414716564955,30.443763168643684
50.448414716564955,30.443709542111506
50.448435206522106,30.443698816805068
50.44846252645115,30.443516486595573
50.44863327565041,30.443580838434233
50.44888598333449,30.44367736619218
50.44945633423951,30.4438804825635
50.450111994033584,30.44409498869228
50.44995207626994,30.444288208449432
50.44987011901556,30.444722583360235
50.44978816161919,30.445253486028946
50.44970265002231,30.4457818969494
50.449627522148496,30.44625381043273
50.44955922397787,30.446714998609625
50.449470436208706,30.447186912092956
50.44940896765551,30.447540847205453
50.44934566581026,30.447923140561457
50.44926370750546,30.448448680576966
50.44919882374685,30.448861604874878
50.44912369507306,30.449349606317856
50.449099790470015,30.44947294734193
50.44893245791061,30.449413958156516
50.44877192613681,30.44934715295419
50.44870362673118,30.449695725413484
50.448666062016066,30.449974583380875
50.4486216673143,30.450221265428986
50.44857044260666,30.45050548604962
50.448546537724106,30.450639552380103
50.448734361475914,30.450709266871964
50.448898279777296,30.450757530750938
50.4487855860061,30.451347422605096
50.44866663964083,30.45205937450869
50.448601755063436,30.452493749419492
50.44851171990927,30.452977773471332
50.448289048075274,30.453070263571426
50.44799877195827,30.453086351531073
50.44771571292517,30.45312256296636
50.44743567848483,30.453111837659964
50.44717613288965,30.453111837659964
50.44691658587085,30.453079661740635
